zone_id,zone_name,lat,lon,timestamp,laeq_db,flights_count,heavy_aircraft_ratio,altitude_mean_m
ORLY_N,Orly Nord,48.745,2.378,2025-08-24T00:00:00,82.02,2,0.256,1998.4
ORLY_N,Orly Nord,48.745,2.378,2025-08-24T01:00:00,84.61,3,0.499,2100.3
ORLY_N,Orly Nord,48.745,2.378,2025-08-24T02:00:00,82.06,0,0.474,1945.0
ORLY_N,Orly Nord,48.745,2.378,2025-08-24T03:00:00,88.01,3,0.439,2069.6
ORLY_N,Orly Nord,48.745,2.378,2025-08-24T04:00:00,85.98,3,0.448,2298.7
ORLY_N,Orly Nord,48.745,2.378,2025-08-24T05:00:00,82.4,1,0.46,2122.9
ORLY_N,Orly Nord,48.745,2.378,2025-08-24T06:00:00,88.22,3,0.454,1980.3
ORLY_N,Orly Nord,48.745,2.378,2025-08-24T07:00:00,90.0,7,0.234,2019.5
ORLY_N,Orly Nord,48.745,2.378,2025-08-24T08:00:00,87.32,4,0.383,1737.3
ORLY_N,Orly Nord,48.745,2.378,2025-08-24T09:00:00,90.0,8,0.366,2005.5
ORLY_N,Orly Nord,48.745,2.378,2025-08-24T10:00:00,83.54,3,0.453,1930.5
ORLY_N,Orly Nord,48.745,2.378,2025-08-24T11:00:00,77.71,2,0.286,2079.9
ORLY_N,Orly Nord,48.745,2.378,2025-08-24T12:00:00,80.13,5,0.352,2212.1
ORLY_N,Orly Nord,48.745,2.378,2025-08-24T13:00:00,90.0,7,0.362,1653.0
ORLY_N,Orly Nord,48.745,2.378,2025-08-24T14:00:00,78.75,3,0.267,1768.1
ORLY_N,Orly Nord,48.745,2.378,2025-08-24T15:00:00,79.46,2,0.239,1655.3
ORLY_N,Orly Nord,48.745,2.378,2025-08-24T16:00:00,85.23,6,0.344,1776.4
ORLY_N,Orly Nord,48.745,2.378,2025-08-24T17:00:00,82.05,3,0.337,1943.9
ORLY_N,Orly Nord,48.745,2.378,2025-08-24T18:00:00,73.36,3,0.329,2758.5
ORLY_N,Orly Nord,48.745,2.378,2025-08-24T19:00:00,88.65,7,0.279,1736.6
ORLY_N,Orly Nord,48.745,2.378,2025-08-24T20:00:00,90.0,9,0.28,1709.6
ORLY_N,Orly Nord,48.745,2.378,2025-08-24T21:00:00,85.95,6,0.363,2118.5
ORLY_N,Orly Nord,48.745,2.378,2025-08-24T22:00:00,82.88,3,0.381,1707.0
ORLY_N,Orly Nord,48.745,2.378,2025-08-24T23:00:00,86.55,3,0.338,1861.7
ORLY_N,Orly Nord,48.745,2.378,2025-08-25T00:00:00,84.74,3,0.419,2103.0
ORLY_N,Orly Nord,48.745,2.378,2025-08-25T01:00:00,90.0,7,0.516,1831.3
ORLY_N,Orly Nord,48.745,2.378,2025-08-25T02:00:00,90.0,3,0.342,1786.9
ORLY_N,Orly Nord,48.745,2.378,2025-08-25T03:00:00,90.0,1,0.266,1721.0
ORLY_N,Orly Nord,48.745,2.378,2025-08-25T04:00:00,90.0,2,0.568,1753.9
ORLY_N,Orly Nord,48.745,2.378,2025-08-25T05:00:00,86.63,2,0.258,1978.5
ORLY_N,Orly Nord,48.745,2.378,2025-08-25T06:00:00,89.42,4,0.4,2050.0
ORLY_N,Orly Nord,48.745,2.378,2025-08-25T07:00:00,88.75,5,0.304,2607.3
ORLY_N,Orly Nord,48.745,2.378,2025-08-25T08:00:00,90.0,13,0.433,2338.8
ORLY_N,Orly Nord,48.745,2.378,2025-08-25T09:00:00,90.0,7,0.545,2424.8
ORLY_N,Orly Nord,48.745,2.378,2025-08-25T10:00:00,90.0,9,0.376,2401.4
ORLY_N,Orly Nord,48.745,2.378,2025-08-25T11:00:00,90.0,9,0.273,1848.7
ORLY_N,Orly Nord,48.745,2.378,2025-08-25T12:00:00,90.0,9,0.543,2160.5
ORLY_N,Orly Nord,48.745,2.378,2025-08-25T13:00:00,88.31,6,0.38,2165.0
ORLY_N,Orly Nord,48.745,2.378,2025-08-25T14:00:00,90.0,10,0.628,1988.5
ORLY_N,Orly Nord,48.745,2.378,2025-08-25T15:00:00,83.96,4,0.235,1811.8
ORLY_N,Orly Nord,48.745,2.378,2025-08-25T16:00:00,84.95,6,0.409,2278.0
ORLY_N,Orly Nord,48.745,2.378,2025-08-25T17:00:00,85.67,5,0.368,2014.7
ORLY_N,Orly Nord,48.745,2.378,2025-08-25T18:00:00,88.29,9,0.338,2656.1
ORLY_N,Orly Nord,48.745,2.378,2025-08-25T19:00:00,86.03,7,0.311,2392.4
ORLY_N,Orly Nord,48.745,2.378,2025-08-25T20:00:00,88.72,6,0.448,2358.6
ORLY_N,Orly Nord,48.745,2.378,2025-08-25T21:00:00,90.0,8,0.422,2298.1
ORLY_N,Orly Nord,48.745,2.378,2025-08-25T22:00:00,90.0,6,0.349,1962.0
ORLY_N,Orly Nord,48.745,2.378,2025-08-25T23:00:00,85.27,5,0.361,2369.2
ORLY_N,Orly Nord,48.745,2.378,2025-08-26T00:00:00,90.0,5,0.378,1816.2
ORLY_N,Orly Nord,48.745,2.378,2025-08-26T01:00:00,83.43,1,0.462,2375.6
ORLY_N,Orly Nord,48.745,2.378,2025-08-26T02:00:00,89.45,1,0.489,1500.6
ORLY_N,Orly Nord,48.745,2.378,2025-08-26T03:00:00,85.06,2,0.323,1599.2
ORLY_N,Orly Nord,48.745,2.378,2025-08-26T04:00:00,90.0,5,0.405,2024.2
ORLY_N,Orly Nord,48.745,2.378,2025-08-26T05:00:00,81.77,1,0.485,2538.7
ORLY_N,Orly Nord,48.745,2.378,2025-08-26T06:00:00,90.0,4,0.408,2127.5
ORLY_N,Orly Nord,48.745,2.378,2025-08-26T07:00:00,90.0,5,0.53,1531.7
ORLY_N,Orly Nord,48.745,2.378,2025-08-26T08:00:00,90.0,8,0.454,2417.0
ORLY_N,Orly Nord,48.745,2.378,2025-08-26T09:00:00,90.0,11,0.505,2471.8
ORLY_N,Orly Nord,48.745,2.378,2025-08-26T10:00:00,87.59,3,0.421,1780.1
ORLY_N,Orly Nord,48.745,2.378,2025-08-26T11:00:00,90.0,9,0.277,1798.8
ORLY_N,Orly Nord,48.745,2.378,2025-08-26T12:00:00,90.0,6,0.353,1893.8
ORLY_N,Orly Nord,48.745,2.378,2025-08-26T13:00:00,87.06,8,0.226,2211.4
ORLY_N,Orly Nord,48.745,2.378,2025-08-26T14:00:00,88.38,6,0.54,1917.8
ORLY_N,Orly Nord,48.745,2.378,2025-08-26T15:00:00,84.72,5,0.154,2533.3
ORLY_N,Orly Nord,48.745,2.378,2025-08-26T16:00:00,89.07,5,0.447,1601.7
ORLY_N,Orly Nord,48.745,2.378,2025-08-26T17:00:00,84.16,7,0.356,2604.3
ORLY_N,Orly Nord,48.745,2.378,2025-08-26T18:00:00,77.49,3,0.433,2613.8
ORLY_N,Orly Nord,48.745,2.378,2025-08-26T19:00:00,90.0,11,0.283,2500.7
ORLY_N,Orly Nord,48.745,2.378,2025-08-26T20:00:00,90.0,15,0.39,2535.6
ORLY_N,Orly Nord,48.745,2.378,2025-08-26T21:00:00,80.13,3,0.395,2583.9
ORLY_N,Orly Nord,48.745,2.378,2025-08-26T22:00:00,86.56,3,0.451,1983.5
ORLY_N,Orly Nord,48.745,2.378,2025-08-26T23:00:00,83.77,2,0.374,1685.2
ORLY_N,Orly Nord,48.745,2.378,2025-08-27T00:00:00,90.0,4,0.245,1773.1
ORLY_N,Orly Nord,48.745,2.378,2025-08-27T01:00:00,82.86,1,0.283,2184.3
ORLY_N,Orly Nord,48.745,2.378,2025-08-27T02:00:00,82.93,2,0.473,2292.1
ORLY_N,Orly Nord,48.745,2.378,2025-08-27T03:00:00,89.65,1,0.293,1492.0
ORLY_N,Orly Nord,48.745,2.378,2025-08-27T04:00:00,90.0,4,0.365,1745.5
ORLY_N,Orly Nord,48.745,2.378,2025-08-27T05:00:00,90.0,5,0.459,2272.0
ORLY_N,Orly Nord,48.745,2.378,2025-08-27T06:00:00,86.67,2,0.267,2554.5
ORLY_N,Orly Nord,48.745,2.378,2025-08-27T07:00:00,90.0,8,0.407,2789.3
ORLY_N,Orly Nord,48.745,2.378,2025-08-27T08:00:00,90.0,9,0.403,2548.7
ORLY_N,Orly Nord,48.745,2.378,2025-08-27T09:00:00,90.0,11,0.357,2325.9
ORLY_N,Orly Nord,48.745,2.378,2025-08-27T10:00:00,88.39,5,0.539,1701.4
ORLY_N,Orly Nord,48.745,2.378,2025-08-27T11:00:00,90.0,7,0.357,1824.1
ORLY_N,Orly Nord,48.745,2.378,2025-08-27T12:00:00,85.31,2,0.586,2060.7
ORLY_N,Orly Nord,48.745,2.378,2025-08-27T13:00:00,90.0,8,0.398,2133.6
ORLY_N,Orly Nord,48.745,2.378,2025-08-27T14:00:00,82.24,6,0.326,2299.3
ORLY_N,Orly Nord,48.745,2.378,2025-08-27T15:00:00,77.05,2,0.294,2267.3
ORLY_N,Orly Nord,48.745,2.378,2025-08-27T16:00:00,79.02,2,0.385,2041.6
ORLY_N,Orly Nord,48.745,2.378,2025-08-27T17:00:00,85.19,5,0.145,1538.8
ORLY_N,Orly Nord,48.745,2.378,2025-08-27T18:00:00,86.79,7,0.454,2280.8
ORLY_N,Orly Nord,48.745,2.378,2025-08-27T19:00:00,90.0,7,0.471,2063.3
ORLY_N,Orly Nord,48.745,2.378,2025-08-27T20:00:00,90.0,11,0.456,2180.3
ORLY_N,Orly Nord,48.745,2.378,2025-08-27T21:00:00,90.0,7,0.502,2313.5
ORLY_N,Orly Nord,48.745,2.378,2025-08-27T22:00:00,90.0,8,0.443,1701.3
ORLY_N,Orly Nord,48.745,2.378,2025-08-27T23:00:00,88.73,6,0.384,2039.3
ORLY_N,Orly Nord,48.745,2.378,2025-08-28T00:00:00,81.46,0,0.487,2060.4
ORLY_N,Orly Nord,48.745,2.378,2025-08-28T01:00:00,90.0,4,0.354,1624.9
ORLY_N,Orly Nord,48.745,2.378,2025-08-28T02:00:00,83.37,2,0.432,2239.6
ORLY_N,Orly Nord,48.745,2.378,2025-08-28T03:00:00,90.0,6,0.526,2017.1
ORLY_N,Orly Nord,48.745,2.378,2025-08-28T04:00:00,89.75,4,0.354,2240.2
ORLY_N,Orly Nord,48.745,2.378,2025-08-28T05:00:00,85.2,3,0.272,2482.7
ORLY_N,Orly Nord,48.745,2.378,2025-08-28T06:00:00,88.17,3,0.361,2235.9
ORLY_N,Orly Nord,48.745,2.378,2025-08-28T07:00:00,90.0,11,0.362,2249.6
ORLY_N,Orly Nord,48.745,2.378,2025-08-28T08:00:00,90.0,15,0.277,2691.6
ORLY_N,Orly Nord,48.745,2.378,2025-08-28T09:00:00,90.0,7,0.308,2386.5
ORLY_N,Orly Nord,48.745,2.378,2025-08-28T10:00:00,84.29,5,0.527,2892.8
ORLY_N,Orly Nord,48.745,2.378,2025-08-28T11:00:00,82.37,3,0.406,1927.5
ORLY_N,Orly Nord,48.745,2.378,2025-08-28T12:00:00,86.83,5,0.329,2417.9
ORLY_N,Orly Nord,48.745,2.378,2025-08-28T13:00:00,87.71,4,0.447,1720.8
